x,y
1.0,3.119990780406389
1.1414141414141414,3.1251114194497913
1.2828282828282829,3.1222072460068198
1.4242424242424243,3.113041996995525
1.5656565656565657,3.0992145225818146
1.7070707070707072,3.08216088477394
1.8484848484848484,3.0631575118068297
1.9898989898989898,3.043325308175876
2.1313131313131315,3.023634623333412
2.2727272727272725,3.0049109852147167
2.4141414141414144,2.987841507914003
2.5555555555555554,2.972981885984445
2.696969696969697,2.960763890989929
2.8383838383838382,2.951503289089799
2.9797979797979797,2.945408101591507
3.121212121212121,2.942587133559656
3.2626262626262625,2.9430586987235814
3.404040404040404,2.946759472079163
3.5454545454545454,2.9535534047342376
3.686868686868687,2.9632406387005505
3.8282828282828283,2.975566362488801
3.9696969696969697,2.990229551516964
4.111111111111111,3.006891540495667
4.252525252525253,3.025184378108017
4.393939393939394,3.044718917454883
4.535353535353535,3.065092598890241
4.6767676767676765,3.0858968850248276
4.818181818181818,3.1067243108299136
4.959595959595959,3.1271751149266866
5.101010101010101,3.146863421300245
5.242424242424242,3.1654229438309223
5.383838383838384,3.1825121891892185
5.525252525252525,3.1978191367941875
5.666666666666666,3.211065377688842
5.808080808080808,3.222009697339677
5.949494949494949,3.230451090520967
6.090909090909091,3.2362311995982873
6.232323232323232,3.2392361706791264
6.373737373737374,3.2393979252521783
6.515151515151515,3.236694848090467
6.656565656565657,3.2311518953470797
6.797979797979798,3.2228401299259715
6.9393939393939394,3.211875694363691
7.08080808080808,3.198418234611822
7.222222222222222,3.1826687912632328
7.363636363636363,3.1648671779189876
7.505050505050505,3.1452888695464654
7.646464646464646,3.12424142683256
7.787878787878787,3.102060485689889
7.929292929292929,3.0791053442269107
8.07070707070707,3.055754182647319
8.212121212121211,3.0323989546967587
8.353535353535353,3.0094399924292827
8.494949494949495,2.9872803692191705
8.636363636363637,2.9663200690973586
8.777777777777779,2.9469500136455506
8.919191919191919,2.9295460008345784
9.06060606060606,2.9144626133469997
9.202020202020202,2.902027157077901
9.343434343434343,2.8925336936612007
9.484848484848484,2.8862372340225337
9.626262626262626,2.883348163113118
9.767676767676768,2.8840269691331786
9.909090909090908,2.8883793537063327
10.05050505050505,2.8964518026206703
10.191919191919192,2.908227699905711
10.333333333333332,2.923624071167483
10.474747474747474,2.9424890452580863
10.616161616161616,2.964600126510117
10.757575757575758,2.989663372919021
10.898989898989898,3.017313578810254
11.04040404040404,3.0471155636823823
11.181818181818182,3.0785666720709286
11.323232323232324,3.111100592429338
11.464646464646464,3.144092606180016
11.606060606060606,3.1768663812408526
11.747474747474747,3.2087024274841527
11.88888888888889,3.2388483347423107
12.03030303030303,3.2665309171251637
12.171717171717171,3.290970390569203
12.313131313131313,3.3113967136913525
12.454545454545453,3.3270682251742008
12.595959595959595,3.3372927140637785
12.737373737373737,3.34145106251274
12.878787878787879,3.339023603658267
13.020202020202019,3.3296193404744954
13.16161616161616,3.3130081745945557
13.303030303030303,3.2891562972512185
13.444444444444445,3.2582648976384188
13.585858585858585,3.2208123471487964
13.727272727272727,3.177600021097611
13.868686868686869,3.1298019226923133
14.01010101010101,3.079018277172539
14.15151515151515,3.02733326717805
14.292929292929292,2.97737708358215
14.434343434343434,2.9323924691600576
14.575757575757574,2.8963059356193837
14.717171717171716,2.8738038376913706
14.858585858585858,2.870413491104604
15.0,2.892589524445289
